InvoiceNo,StockCode,ProductName,Quantity,InvoiceDate,Date,Month,UnitPrice,Revenue,CustomerID,Country
550499,21981,Pack Of 12 Woodland Tissues,1,2011-04-18 15:16:00,2011-04-18,2011-04,0.83,0.83,,United Kingdom
553896,22766,Photo Frame Cornice,8,2011-05-19 17:22:00,2011-05-19,2011-05,2.95,23.6,13887.0,United Kingdom
547418,72760B,Vintage Cream 3 Basket Cake Stand,2,2011-03-23 10:25:00,2011-03-23,2011-03,9.95,19.9,13148.0,United Kingdom
549257,22663,Jumbo Bag Dolly Girl Design,1,2011-04-07 12:29:00,2011-04-07,2011-04,2.08,2.08,14465.0,United Kingdom
540255,84969,Box Of 6 Assorted Colour Teaspoons,1,2011-01-05 16:50:00,2011-01-05,2011-01,3.36,3.36,,United Kingdom
552624,23050,Recycled Acapulco Mat Green,1,2011-05-10 12:53:00,2011-05-10,2011-05,8.25,8.25,14505.0,United Kingdom
545578,20727,Lunch Bag Black Skull.,10,2011-03-03 19:21:00,2011-03-03,2011-03,1.65,16.5,13715.0,United Kingdom
543740,84997A,Green 3 Piece Polkadot Cutlery Set,2,2011-02-11 13:36:00,2011-02-11,2011-02,4.15,8.3,15311.0,United Kingdom
556780,22423,Regency Cakestand 3 Tier,1,2011-06-14 12:46:00,2011-06-14,2011-06,12.75,12.75,14524.0,United Kingdom
567474,22365,Doormat Respectable House,3,2011-09-20 12:53:00,2011-09-20,2011-09,8.25,24.75,13448.0,United Kingdom
573082,20914,Set/5 Red Retrospot Lid Glass Bowls,16,2011-10-27 14:21:00,2011-10-27,2011-10,2.55,40.8,17173.0,United Kingdom
556520,22654,Deluxe Sewing Kit,1,2011-06-13 11:10:00,2011-06-13,2011-06,5.95,5.95,14177.0,United Kingdom
565388,22927,Green Giant Garden Thermometer,1,2011-09-02 15:56:00,2011-09-02,2011-09,5.95,5.95,14415.0,United Kingdom
573585,23282,Folding Butterfly Mirror Ivory,1,2011-10-31 14:41:00,2011-10-31,2011-10,2.46,2.46,,United Kingdom
566279,21650,Assorted Tutti Frutti Bracelet,10,2011-09-11 14:09:00,2011-09-11,2011-09,0.19,1.9,14432.0,United Kingdom
575668,22549,Picture Dominoes,1,2011-11-10 14:59:00,2011-11-10,2011-11,1.45,1.45,18283.0,United Kingdom
540859,85025B,Eau De Nile Heart Shape Photo Frame,3,2011-01-12 10:58:00,2011-01-12,2011-01,1.65,4.949999999999999,17965.0,United Kingdom
544479,84997B,Red 3 Piece Retrospot Cutlery Set,72,2011-02-21 10:28:00,2011-02-21,2011-02,3.75,270.0,14646.0,Netherlands
543664,22986,Gingham Rose Wrap,25,2011-02-11 10:57:00,2011-02-11,2011-02,0.42,10.5,17705.0,United Kingdom
577031,85099B,Jumbo Bag Red Retrospot,10,2011-11-17 13:00:00,2011-11-17,2011-11,2.08,20.8,15298.0,United Kingdom
563193,17129F,Blue Glass Gems In Bag,1,2011-08-12 16:30:00,2011-08-12,2011-08,1.63,1.63,,United Kingdom
557502,23112,Parisienne Curio Cabinet,2,2011-06-20 15:32:00,2011-06-20,2011-06,14.96,29.92,,United Kingdom
538525,22120,Welcome Wooden Block Letters,6,2010-12-13 09:39:00,2010-12-13,2010-12,9.95,59.699999999999996,12540.0,Spain
576677,22632,Hand Warmer Red Retrospot,6,2011-11-16 12:03:00,2011-11-16,2011-11,2.1,12.600000000000001,16393.0,United Kingdom
579345,22557,Plasters In Tin Vintage Paisley,12,2011-11-29 11:46:00,2011-11-29,2011-11,1.65,19.799999999999997,12727.0,France
560554,21136,Painted Metal Pears Assorted,8,2011-07-19 13:01:00,2011-07-19,2011-07,1.69,13.52,16232.0,United Kingdom
544294,22772,Pink Drawer Knob Acrylic Edwardian,12,2011-02-17 12:42:00,2011-02-17,2011-02,1.25,15.0,15601.0,United Kingdom
574326,23100,Silver Bells Table Decoration,12,2011-11-04 08:29:00,2011-11-04,2011-11,1.25,15.0,14913.0,United Kingdom
577768,23217,Laurel Heart Antique Silver,1,2011-11-21 15:18:00,2011-11-21,2011-11,2.46,2.46,,United Kingdom
562711,23280,Folding Butterfly Mirror Hot Pink,1,2011-08-08 14:53:00,2011-08-08,2011-08,0.83,0.83,16788.0,United Kingdom
578147,23096,Petit Tray Chic,2,2011-11-23 11:09:00,2011-11-23,2011-11,1.65,3.3,12748.0,United Kingdom
541695,22819,"Birthday Card, Retro Spot",16,2011-01-20 18:01:00,2011-01-20,2011-01,0.42,6.72,,United Kingdom
540015,21871,Save The Planet Mug,12,2011-01-04 11:40:00,2011-01-04,2011-01,1.25,15.0,13319.0,United Kingdom
556041,22501,Picnic Basket Wicker Large,1,2011-06-08 12:44:00,2011-06-08,2011-06,9.95,9.95,17954.0,United Kingdom
542511,22423,Regency Cakestand 3 Tier,6,2011-01-28 12:07:00,2011-01-28,2011-01,12.75,76.5,15527.0,United Kingdom
553879,20727,Lunch Bag Black Skull.,10,2011-05-19 15:15:00,2011-05-19,2011-05,1.65,16.5,15791.0,United Kingdom
561610,21705,Bag 500G Swirly Marbles,12,2011-07-28 12:28:00,2011-07-28,2011-07,1.65,19.799999999999997,16076.0,United Kingdom
558068,22784,Lantern Cream Gazebo,1,2011-06-24 15:51:00,2011-06-24,2011-06,10.79,10.79,,United Kingdom
577077,23322,Large White Heart Of Wicker,1,2011-11-17 15:16:00,2011-11-17,2011-11,2.95,2.95,17799.0,United Kingdom
570715,72349B,Set/6 Purple Butterfly T-Lights,48,2011-10-12 10:23:00,2011-10-12,2011-10,1.69,81.12,18287.0,United Kingdom
572549,22340,Noel Garland Painted Zinc,2,2011-10-24 17:03:00,2011-10-24,2011-10,0.83,1.66,,United Kingdom
558475,21786,Polkadot Rain Hat,3,2011-06-29 15:58:00,2011-06-29,2011-06,0.83,2.4899999999999998,,United Kingdom
543978,84879,Assorted Colour Bird Ornament,16,2011-02-14 15:37:00,2011-02-14,2011-02,1.69,27.04,12867.0,United Kingdom
580318,23597,Paper Bunting Paisley Park,6,2011-12-02 15:39:00,2011-12-02,2011-12,2.95,17.700000000000003,17686.0,United Kingdom
576899,22699,Roses Regency Teacup And Saucer,18,2011-11-17 08:49:00,2011-11-17,2011-11,2.95,53.1,14911.0,EIRE
551655,21868,Potting Shed Tea Mug,6,2011-05-03 12:07:00,2011-05-03,2011-05,1.25,7.5,17757.0,United Kingdom
571188,POST,Postage,4,2011-10-14 11:42:00,2011-10-14,2011-10,28.0,112.0,12783.0,Portugal
538566,22689,Doormat Merry Christmas Red,8,2010-12-13 11:21:00,2010-12-13,2010-12,7.95,63.6,,United Kingdom
556434,22360,Glass Jar English Confectionery,6,2011-06-10 14:06:00,2011-06-10,2011-06,2.95,17.700000000000003,14895.0,United Kingdom
561203,21179,No Junk Mail Metal Sign,24,2011-07-25 15:17:00,2011-07-25,2011-07,0.39,9.36,14232.0,United Kingdom
547962,85049D,Bright Blues Ribbons,12,2011-03-28 15:38:00,2011-03-28,2011-03,1.25,15.0,12957.0,United Kingdom
543288,21871,Save The Planet Mug,12,2011-02-07 10:14:00,2011-02-07,2011-02,1.25,15.0,17302.0,United Kingdom
548612,22564,Alphabet Stencil Craft,2,2011-04-01 11:34:00,2011-04-01,2011-04,1.25,2.5,13137.0,United Kingdom
567981,22327,Round Snack Boxes Set Of 4 Skulls,2,2011-09-23 11:22:00,2011-09-23,2011-09,6.63,13.26,,United Kingdom
578931,82583,Hot Baths Metal Sign,1,2011-11-27 12:40:00,2011-11-27,2011-11,2.1,2.1,16942.0,United Kingdom
555850,22625,Red Kitchen Scales,2,2011-06-07 13:35:00,2011-06-07,2011-06,8.5,17.0,16550.0,United Kingdom
560772,84923,Pink Butterfly Handbag W Bobbles,2,2011-07-20 16:12:00,2011-07-20,2011-07,4.13,8.26,,United Kingdom
574345,84946,Antique Silver T-Light Glass,12,2011-11-04 10:18:00,2011-11-04,2011-11,1.25,15.0,15845.0,United Kingdom
543044,82486,Wood S/3 Cabinet Ant White Finish,2,2011-02-03 08:18:00,2011-02-03,2011-02,7.95,15.9,17071.0,United Kingdom
564757,22963,Jam Jar With Green Lid,3,2011-08-30 10:36:00,2011-08-30,2011-08,1.63,4.89,,United Kingdom
570179,22653,Button Box,10,2011-10-07 14:27:00,2011-10-07,2011-10,1.95,19.5,17509.0,United Kingdom
538896,84823,Danish Rose Folding Chair,8,2010-12-15 09:09:00,2010-12-15,2010-12,7.95,63.6,16145.0,United Kingdom
571108,22179,Set 10 Night Owl Lights,4,2011-10-13 16:24:00,2011-10-13,2011-10,6.75,27.0,14555.0,United Kingdom
536537,22277,Cosmetic Bag Vintage Rose Paisley,36,2010-12-01 13:51:00,2010-12-01,2010-12,2.1,75.60000000000001,15922.0,United Kingdom
581219,21916,Set 12 Retro White Chalk Sticks,2,2011-12-08 09:28:00,2011-12-08,2011-12,0.83,1.66,,United Kingdom
580441,22254,Felt Toadstool Large,12,2011-12-04 12:18:00,2011-12-04,2011-12,1.25,15.0,13808.0,United Kingdom
568210,23307,Set Of 60 Pantry Design Cake Cases,24,2011-09-25 15:56:00,2011-09-25,2011-09,0.55,13.200000000000001,17159.0,United Kingdom
547547,22729,Alarm Clock Bakelike Orange,1,2011-03-23 15:30:00,2011-03-23,2011-03,7.46,7.46,,United Kingdom
537240,22111,Scottie Dog Hot Water Bottle,1,2010-12-06 10:08:00,2010-12-06,2010-12,11.02,11.02,,United Kingdom
560225,22662,Lunch Bag Dolly Girl Design,1,2011-07-15 16:27:00,2011-07-15,2011-07,4.13,4.13,,United Kingdom
540395,22722,Set Of 6 Spice Tins Pantry Design,4,2011-01-06 18:24:00,2011-01-06,2011-01,3.95,15.8,14702.0,United Kingdom
566489,22481,Black Tea Towel Classic Design,6,2011-09-13 10:17:00,2011-09-13,2011-09,1.25,7.5,16814.0,United Kingdom
558096,22606,Wooden Skittles Garden Set,1,2011-06-26 13:24:00,2011-06-26,2011-06,15.95,15.95,15532.0,United Kingdom
554654,22980,Pantry Scrubbing Brush,12,2011-05-25 13:34:00,2011-05-25,2011-05,1.65,19.799999999999997,12815.0,Poland
547805,21468,Butterfly Crochet Food Cover,6,2011-03-25 13:35:00,2011-03-25,2011-03,3.75,22.5,13327.0,United Kingdom
543645,22381,Toy Tidy Pink Polkadot,4,2011-02-10 17:54:00,2011-02-10,2011-02,2.1,8.4,17609.0,United Kingdom
546986,85186A,Easter Bunny Garland Of Flowers,24,2011-03-18 12:56:00,2011-03-18,2011-03,0.42,10.08,14194.0,United Kingdom
543111,22791,T-Light Glass Fluted Antique,6,2011-02-03 12:44:00,2011-02-03,2011-02,1.25,7.5,15719.0,United Kingdom
578068,22294,Heart Filigree Dove Small,3,2011-11-22 15:45:00,2011-11-22,2011-11,1.25,3.75,14505.0,United Kingdom
569384,22610,Pens Assorted Funny Face,36,2011-10-03 16:47:00,2011-10-03,2011-10,0.19,6.84,15159.0,United Kingdom
581191,23035,Drawer Knob Ceramic Ivory,18,2011-12-07 16:56:00,2011-12-07,2011-12,1.45,26.099999999999998,17449.0,United Kingdom
561369,22280,Pocket Bag Pink Paisely Brown Spot,1,2011-07-26 16:21:00,2011-07-26,2011-07,2.46,2.46,,United Kingdom
571310,23376,Pack Of 12 Vintage Christmas Tissue,24,2011-10-17 10:17:00,2011-10-17,2011-10,0.39,9.36,13394.0,United Kingdom
574721,21439,Basket Of Toadstools,6,2011-11-06 14:43:00,2011-11-06,2011-11,1.25,7.5,17920.0,United Kingdom
580983,23203,Jumbo Bag Vintage Doily,6,2011-12-06 16:26:00,2011-12-06,2011-12,4.13,24.78,,United Kingdom
549832,21891,Traditional Wooden Skipping Rope,12,2011-04-12 13:10:00,2011-04-12,2011-04,1.45,17.4,17278.0,United Kingdom
550214,22501,Picnic Basket Wicker Large,1,2011-04-15 10:43:00,2011-04-15,2011-04,20.79,20.79,,United Kingdom
571282,21012,Antique All Glass Candlestick,2,2011-10-16 13:24:00,2011-10-16,2011-10,2.1,4.2,15545.0,United Kingdom
571279,23466,Tuscan Villa Dovecote Bird Feeder,2,2011-10-16 12:54:00,2011-10-16,2011-10,8.25,16.5,16466.0,United Kingdom
569208,21470,Flower Vine Raffia Food Cover,1,2011-10-02 11:10:00,2011-10-02,2011-10,3.75,3.75,16693.0,United Kingdom
571180,21380,Wooden Happy Birthday Garland,6,2011-10-14 10:47:00,2011-10-14,2011-10,2.95,17.700000000000003,15498.0,United Kingdom
559162,21786,Polkadot Rain Hat,4,2011-07-06 16:29:00,2011-07-06,2011-07,0.83,3.32,,United Kingdom
537350,22556,Plasters In Tin Circus Parade,12,2010-12-06 12:23:00,2010-12-06,2010-12,1.65,19.799999999999997,14708.0,United Kingdom
554937,17096,Assorted Laquered Incense Holders,24,2011-05-27 13:32:00,2011-05-27,2011-05,0.21,5.04,15402.0,United Kingdom
539595,84923,Pink Butterfly Handbag W Bobbles,2,2010-12-20 13:43:00,2010-12-20,2010-12,4.21,8.42,,United Kingdom
567333,23209,Lunch Bag Vintage Doily,10,2011-09-19 14:55:00,2011-09-19,2011-09,1.65,16.5,14282.0,United Kingdom
553507,22998,Travel Card Wallet Keep Calm,11,2011-05-17 13:35:00,2011-05-17,2011-05,0.42,4.62,17220.0,United Kingdom
579545,23207,Lunch Bag Alphabet Design,20,2011-11-30 10:18:00,2011-11-30,2011-11,1.65,33.0,13098.0,United Kingdom
549738,22137,Bathroom Set Love Heart Design,6,2011-04-12 09:28:00,2011-04-12,2011-04,2.95,17.700000000000003,,Hong Kong
538349,22029,Spaceboy Birthday Card,3,2010-12-10 14:59:00,2010-12-10,2010-12,0.85,2.55,,United Kingdom
541262,21464,Disco Ball Rotator Battery Operated,1,2011-01-16 15:50:00,2011-01-16,2011-01,4.25,4.25,18069.0,United Kingdom
553012,84625C,Blue New Baroque Candlestick Candle,24,2011-05-12 18:13:00,2011-05-12,2011-05,0.85,20.4,17671.0,United Kingdom
538368,22563,Happy Stencil Craft,1,2010-12-12 10:57:00,2010-12-12,2010-12,1.25,1.25,15503.0,United Kingdom
547250,23193,Buffalo Bill Treasure Book Box,1,2011-03-22 09:30:00,2011-03-22,2011-03,4.58,4.58,,United Kingdom
569823,23209,Lunch Bag Vintage Doily,1,2011-10-06 12:15:00,2011-10-06,2011-10,1.65,1.65,16895.0,United Kingdom
572130,22402,Magnets Pack Of 4 Vintage Collage,12,2011-10-21 09:50:00,2011-10-21,2011-10,0.39,4.68,13460.0,United Kingdom
561119,22077,6 Ribbons Rustic Charm,12,2011-07-25 12:34:00,2011-07-25,2011-07,1.65,19.799999999999997,17719.0,United Kingdom
566913,84510A,Set Of 4 English Rose Coasters,6,2011-09-15 14:07:00,2011-09-15,2011-09,1.25,7.5,17602.0,United Kingdom
558240,23307,Set Of 60 Pantry Design Cake Cases,1,2011-06-27 15:27:00,2011-06-27,2011-06,1.25,1.25,,United Kingdom
551994,85230E,Strawbry Scented Votive Candle,24,2011-05-05 15:42:00,2011-05-05,2011-05,0.29,6.959999999999999,12868.0,United Kingdom
559607,84997B,Childrens Cutlery Retrospot Red,4,2011-07-11 11:39:00,2011-07-11,2011-07,4.15,16.6,12681.0,France
538637,22733,3D Traditional Christmas Stickers,3,2010-12-13 13:52:00,2010-12-13,2010-12,1.25,3.75,17611.0,United Kingdom
561600,21096,Set/6 Fruit Salad Paper Plates,6,2011-07-28 11:29:00,2011-07-28,2011-07,0.39,2.34,15861.0,United Kingdom
568721,85087,Candy Spot Cushion Cover,2,2011-09-28 16:24:00,2011-09-28,2011-09,3.29,6.58,,United Kingdom
575959,22579,Wooden Tree Christmas Scandinavian,10,2011-11-13 12:27:00,2011-11-13,2011-11,0.29,2.9,14547.0,United Kingdom
557268,22035,Vintage Caravan Greeting Card,24,2011-06-19 11:26:00,2011-06-19,2011-06,0.42,10.08,13097.0,United Kingdom
557312,23202,Jumbo Bag Vintage Leaf,10,2011-06-19 15:47:00,2011-06-19,2011-06,2.08,20.8,17001.0,United Kingdom
577217,22046,Tea Party Wrapping Paper,25,2011-11-18 11:53:00,2011-11-18,2011-11,0.42,10.5,17324.0,United Kingdom
576068,22959,Wrap Christmas Village,25,2011-11-13 15:52:00,2011-11-13,2011-11,0.42,10.5,14788.0,United Kingdom
560692,20832,Red Flock Love Heart Photo Frame,2,2011-07-20 12:01:00,2011-07-20,2011-07,0.39,0.78,14704.0,United Kingdom
538945,85152,Hand Over The Chocolate Sign,48,2010-12-15 11:22:00,2010-12-15,2010-12,1.69,81.12,17230.0,United Kingdom
577485,21977,Pack Of 60 Pink Paisley Cake Cases,2,2011-11-20 11:56:00,2011-11-20,2011-11,0.55,1.1,16360.0,United Kingdom
549155,22246,Magic Garden Felt Garland,1,2011-04-06 17:08:00,2011-04-06,2011-04,4.13,4.13,,United Kingdom
550821,22432,Watering Can Pink Bunny,1,2011-04-21 08:54:00,2011-04-21,2011-04,1.95,1.95,12506.0,France
560926,20770,Abstract Circle Journal,1,2011-07-22 09:20:00,2011-07-22,2011-07,2.46,2.46,,United Kingdom
581375,23498,Classic Bicycle Clips,12,2011-12-08 12:36:00,2011-12-08,2011-12,1.45,17.4,16210.0,United Kingdom
567967,22613,Pack Of 20 Spaceboy Napkins,2,2011-09-23 09:39:00,2011-09-23,2011-09,0.85,1.7,15858.0,United Kingdom
543358,22113,Grey Heart Hot Water Bottle,1,2011-02-07 14:04:00,2011-02-07,2011-02,7.46,7.46,,United Kingdom
564061,23067,Hanging Engraved Metal Heart,3,2011-08-22 14:38:00,2011-08-22,2011-08,4.15,12.450000000000001,14505.0,United Kingdom
559816,22723,Set Of 6 Herb Tins Sketchbook,3,2011-07-12 16:11:00,2011-07-12,2011-07,3.29,9.870000000000001,,United Kingdom
557012,23299,Food Cover With Beads Set 2,6,2011-06-16 11:51:00,2011-06-16,2011-06,3.75,22.5,18241.0,United Kingdom
552857,22063,Ceramic Bowl With Strawberry Design,1,2011-05-11 15:34:00,2011-05-11,2011-05,5.79,5.79,,United Kingdom
575680,90164B,White Rosebud Pearl Bracelet,6,2011-11-10 15:23:00,2011-11-10,2011-11,1.95,11.7,13148.0,United Kingdom
555510,20903,Vintage Keepsake Box Travelogue,1,2011-06-03 17:09:00,2011-06-03,2011-06,12.46,12.46,,United Kingdom
551718,22872,Number Tile Cottage Garden 4,1,2011-05-03 16:06:00,2011-05-03,2011-05,4.13,4.13,,United Kingdom
543097,22142,Christmas Craft White Fairy,1,2011-02-03 11:41:00,2011-02-03,2011-02,3.29,3.29,,United Kingdom
581571,23182,Toilet Sign Occupied Or Vacant,1,2011-12-09 12:00:00,2011-12-09,2011-12,0.83,0.83,15311.0,United Kingdom
560824,22557,Plasters In Tin Vintage Paisley,1,2011-07-21 11:23:00,2011-07-21,2011-07,1.65,1.65,17935.0,United Kingdom
576071,22467,Gumball Coat Rack,1,2011-11-13 16:03:00,2011-11-13,2011-11,2.55,2.55,18069.0,United Kingdom
547381,22616,Pack Of 12 London Tissues,7,2011-03-22 15:25:00,2011-03-22,2011-03,0.29,2.03,18041.0,United Kingdom
561217,22297,Heart Ivory Trellis Small,2,2011-07-25 17:09:00,2011-07-25,2011-07,2.46,4.92,,United Kingdom
568944,23352,Roll Wrap 50'S Red Christmas,12,2011-09-29 14:50:00,2011-09-29,2011-09,1.25,15.0,16589.0,United Kingdom
574660,85032C,Curious Images Gift Wrap Set,1,2011-11-06 11:55:00,2011-11-06,2011-11,0.65,0.65,15407.0,United Kingdom
556206,23240,Set Of 4 Knick Knack Tins Doiley,6,2011-06-09 13:46:00,2011-06-09,2011-06,4.15,24.900000000000002,14911.0,EIRE
554933,84992,72 Sweetheart Fairy Cake Cases,10,2011-05-27 13:26:00,2011-05-27,2011-05,0.55,5.5,13232.0,United Kingdom
554512,21934,Skull Shoulder Bag,1,2011-05-24 15:54:00,2011-05-24,2011-05,3.29,3.29,,United Kingdom
545347,22791,T-Light Glass Fluted Antique,72,2011-03-02 10:20:00,2011-03-02,2011-03,1.06,76.32000000000001,13094.0,United Kingdom
542891,22847,Bread Bin Diner Style Ivory,4,2011-02-01 13:26:00,2011-02-01,2011-02,14.95,59.8,16705.0,United Kingdom
550541,20616,Cherry Blossom Passport Cover,1,2011-04-19 11:33:00,2011-04-19,2011-04,1.63,1.63,,United Kingdom
541104,21147,Jingle Bells Tree Decoration,5,2011-01-13 14:29:00,2011-01-13,2011-01,2.46,12.3,,United Kingdom
550470,22859,Easter Tin Bunny Bouquet,2,2011-04-18 13:49:00,2011-04-18,2011-04,3.29,6.58,,United Kingdom
539436,21328,Balloons Writing Set,1,2010-12-17 14:49:00,2010-12-17,2010-12,3.36,3.36,,United Kingdom
571672,22750,Feltcraft Princess Lola Doll,8,2011-10-18 13:15:00,2011-10-18,2011-10,3.75,30.0,13880.0,United Kingdom
536592,22207,Frying Pan Union Flag,1,2010-12-01 17:06:00,2010-12-01,2010-12,8.47,8.47,,United Kingdom
547122,23232,Wrap Vintage Petals Design,25,2011-03-21 11:52:00,2011-03-21,2011-03,0.42,10.5,17678.0,United Kingdom
538071,22695,Wicker Wreath Small,1,2010-12-09 14:09:00,2010-12-09,2010-12,3.36,3.36,,United Kingdom
562205,22274,Feltcraft Doll Emily,6,2011-08-03 12:55:00,2011-08-03,2011-08,2.95,17.700000000000003,18055.0,United Kingdom
557007,22620,4 Traditional Spinning Tops,6,2011-06-16 11:30:00,2011-06-16,2011-06,1.45,8.7,12484.0,Spain
546160,20975,12 Pencils Small Tube Red Retrospot,60,2011-03-10 09:49:00,2011-03-10,2011-03,0.55,33.0,15838.0,United Kingdom
540481,47590B,Pink Happy Birthday Bunting,3,2011-01-07 15:42:00,2011-01-07,2011-01,5.45,16.35,16955.0,United Kingdom
538855,20677,Pink Polkadot Bowl,8,2010-12-14 13:50:00,2010-12-14,2010-12,1.25,10.0,16503.0,United Kingdom
566607,22646,Ceramic Strawberry Cake Money Bank,8,2011-09-13 16:40:00,2011-09-13,2011-09,1.45,11.6,13032.0,United Kingdom
574074,23349,Roll Wrap Vintage Christmas,1,2011-11-02 15:33:00,2011-11-02,2011-11,2.46,2.46,,United Kingdom
568188,23354,6 Gift Tags 50'S Christmas,2,2011-09-25 14:33:00,2011-09-25,2011-09,0.83,1.66,16049.0,United Kingdom
572061,22551,Plasters In Tin Spaceboy,12,2011-10-20 12:53:00,2011-10-20,2011-10,1.65,19.799999999999997,12474.0,Germany
540415,21485,Retrospot Heart Hot Water Bottle,4,2011-01-07 10:47:00,2011-01-07,2011-01,4.95,19.8,16889.0,United Kingdom
542806,22914,Blue Coat Rack Paris Fashion,6,2011-02-01 11:20:00,2011-02-01,2011-02,4.95,29.700000000000003,12836.0,United Kingdom
572035,22554,Plasters In Tin Woodland Animals,192,2011-10-20 12:03:00,2011-10-20,2011-10,1.45,278.4,14646.0,Netherlands
550459,17091A,Lavender Incense In Tin,2,2011-04-18 13:17:00,2011-04-18,2011-04,0.38,0.76,18116.0,United Kingdom
541423,84968F,Set Of 16 Vintage Sky Blue Cutlery,2,2011-01-17 17:54:00,2011-01-17,2011-01,8.29,16.58,,United Kingdom
580730,23560,Set Of 6 Ribbons Country Style,1,2011-12-05 17:28:00,2011-12-05,2011-12,5.79,5.79,,United Kingdom
572353,21915,Red Harmonica In Box,12,2011-10-24 11:40:00,2011-10-24,2011-10,1.25,15.0,15215.0,United Kingdom
555203,22173,Metal 4 Hook Hanger French Chateau,8,2011-06-01 12:13:00,2011-06-01,2011-06,2.95,23.6,17191.0,United Kingdom
559418,22892,Set Of Salt And Pepper Toadstools,12,2011-07-08 11:36:00,2011-07-08,2011-07,1.25,15.0,12681.0,France
537225,20771,Chrysanthemum Journal,2,2010-12-05 16:41:00,2010-12-05,2010-12,2.55,5.1,12748.0,United Kingdom
560926,84536B,Fairy Cakes Notebook A7 Size,8,2011-07-22 09:20:00,2011-07-22,2011-07,0.42,3.36,,United Kingdom
578074,23101,Silver Stars Table Decoration,2,2011-11-22 16:06:00,2011-11-22,2011-11,0.83,1.66,17590.0,United Kingdom
557745,21586,Kings Choice Giant Tube Matches,3,2011-06-22 12:16:00,2011-06-22,2011-06,2.55,7.6499999999999995,15750.0,United Kingdom
571214,23215,Jingle Bell Heart Antique Silver,12,2011-10-14 12:56:00,2011-10-14,2011-10,2.08,24.96,14390.0,United Kingdom
563565,21080,Set/20 Red Retrospot Paper Napkins,3,2011-08-17 14:22:00,2011-08-17,2011-08,0.85,2.55,17338.0,United Kingdom
575930,90019B,Gold M.O.P Orbit Bracelet,1,2011-11-11 17:58:00,2011-11-11,2011-11,5.4,5.4,,United Kingdom
536401,21328,Balloons Writing Set,1,2010-12-01 11:21:00,2010-12-01,2010-12,1.65,1.65,15862.0,United Kingdom
575520,22299,Pig Keyring With Light & Sound,24,2011-11-10 10:56:00,2011-11-10,2011-11,1.25,30.0,17537.0,United Kingdom
540026,20704,Mr Robot Soft Toy,1,2011-01-04 13:25:00,2011-01-04,2011-01,14.43,14.43,,United Kingdom
555116,21907,I'M On Holiday Metal Sign,4,2011-05-31 15:16:00,2011-05-31,2011-05,2.1,8.4,16919.0,United Kingdom
573269,21914,Blue Harmonica In Box,1,2011-10-28 13:00:00,2011-10-28,2011-10,1.25,1.25,16764.0,United Kingdom
564314,23309,Set Of 60 I Love London Cake Cases,24,2011-08-24 12:58:00,2011-08-24,2011-08,0.55,13.200000000000001,12695.0,France
545157,85123A,White Hanging Heart T-Light Holder,6,2011-02-28 13:27:00,2011-02-28,2011-02,2.95,17.700000000000003,14239.0,United Kingdom
571712,21754,Home Building Block Word,2,2011-10-18 16:46:00,2011-10-18,2011-10,6.25,12.5,14056.0,United Kingdom
562939,23077,Doughnut Lip Gloss,20,2011-08-11 08:37:00,2011-08-11,2011-08,1.25,25.0,15498.0,United Kingdom
537963,22227,Hanging Heart Mirror Decoration,24,2010-12-09 11:30:00,2010-12-09,2010-12,0.65,15.600000000000001,13369.0,United Kingdom
562173,22170,Picture Frame Wood Triple Portrait,4,2011-08-03 12:12:00,2011-08-03,2011-08,6.75,27.0,14530.0,United Kingdom
580272,22130,Party Cone Christmas Decoration,24,2011-12-02 12:52:00,2011-12-02,2011-12,0.85,20.4,15547.0,United Kingdom
546771,22681,French Blue Metal Door Sign 6,3,2011-03-16 15:19:00,2011-03-16,2011-03,1.25,3.75,17515.0,United Kingdom
565766,21561,Dinosaur Lunch Box With Cutlery,1,2011-09-06 14:23:00,2011-09-06,2011-09,2.55,2.55,17841.0,United Kingdom
563256,23298,Spotty Bunting,3,2011-08-15 12:07:00,2011-08-15,2011-08,4.95,14.850000000000001,18143.0,United Kingdom
553182,22699,Roses Regency Teacup And Saucer,2,2011-05-15 12:21:00,2011-05-15,2011-05,2.95,5.9,17107.0,United Kingdom
550408,21928,Jumbo Bag Scandinavian Blue Paisley,10,2011-04-18 11:59:00,2011-04-18,2011-04,2.08,20.8,16746.0,United Kingdom
541511,20914,Set/5 Red Retrospot Lid Glass Bowls,1,2011-01-18 16:45:00,2011-01-18,2011-01,2.95,2.95,17576.0,United Kingdom
567635,22728,Alarm Clock Bakelike Pink,4,2011-09-21 13:41:00,2011-09-21,2011-09,3.75,15.0,16523.0,United Kingdom
566477,22507,Memo Board Retrospot Design,4,2011-09-13 09:03:00,2011-09-13,2011-09,4.95,19.8,14359.0,United Kingdom
578316,23428,Ivory Retro Kitchen Wall Clock,2,2011-11-23 16:43:00,2011-11-23,2011-11,8.15,16.3,14189.0,United Kingdom
546423,21386,Ivory Hanging Decoration Egg,1,2011-03-13 12:39:00,2011-03-13,2011-03,0.85,0.85,14502.0,United Kingdom
564378,22730,Alarm Clock Bakelike Ivory,4,2011-08-25 10:26:00,2011-08-25,2011-08,3.75,15.0,12417.0,Belgium
575656,23356,Love Hot Water Bottle,12,2011-11-10 14:29:00,2011-11-10,2011-11,5.95,71.4,13319.0,United Kingdom
